genome_id,drug,label
1438741.3,Ciprofloxacin,1
1438741.3,Meropenem,1
1438741.3,Tigecycline,0
1438742.3,Ceftazidime,1
1438742.3,Ciprofloxacin,1
1438742.3,Meropenem,1
1438742.3,Tigecycline,0
1438743.3,Ceftazidime,1
1438743.3,Ciprofloxacin,1
1438743.3,Meropenem,1
1438743.3,Tigecycline,0
1438744.3,Ceftazidime,1
1438744.3,Ciprofloxacin,1
1438744.3,Gentamicin,1
1438744.3,Meropenem,1
1438744.3,Tigecycline,0
1438745.3,Ceftazidime,1
1438745.3,Ciprofloxacin,1
1438745.3,Meropenem,1
1438745.3,Tigecycline,0
1438746.3,Ceftazidime,1
1438746.3,Ciprofloxacin,1
1438746.3,Meropenem,1
1438746.3,Tigecycline,0
1438747.3,Ceftazidime,1
1438747.3,Ciprofloxacin,1
1438747.3,Gentamicin,1
1438747.3,Meropenem,1
1438747.3,Tigecycline,0
1438748.3,Ceftazidime,1
1438748.3,Ciprofloxacin,1
1438748.3,Meropenem,1
1438748.3,Tigecycline,0
1438749.3,Amikacin,0
1438749.3,Ceftazidime,1
1438749.3,Ciprofloxacin,1
1438749.3,Meropenem,1
1438749.3,Tigecycline,1
1438750.3,Amikacin,1
1438750.3,Ceftazidime,1
1438750.3,Ciprofloxacin,1
1438750.3,Meropenem,1
1438750.3,Tigecycline,0
1438751.3,Amikacin,1
1438751.3,Ceftazidime,1
1438751.3,Ciprofloxacin,1
1438751.3,Meropenem,1
1438752.3,Ceftazidime,1
1438752.3,Ciprofloxacin,1
1438752.3,Gentamicin,1
1438752.3,Meropenem,1
1438752.3,Tigecycline,0
1438753.3,Amikacin,1
1438753.3,Ceftazidime,1
1438753.3,Ciprofloxacin,1
1438753.3,Meropenem,1
1438753.3,Tigecycline,0
1438754.3,Amikacin,0
1438754.3,Ceftazidime,1
1438754.3,Ciprofloxacin,1
1438754.3,Gentamicin,1
1438754.3,Meropenem,1
1438754.3,Tigecycline,0
1438755.3,Ceftazidime,1
1438755.3,Ciprofloxacin,1
1438755.3,Meropenem,1
1438755.3,Tigecycline,0
1438756.3,Amikacin,0
1438756.3,Ceftazidime,1
1438756.3,Ciprofloxacin,1
1438756.3,Meropenem,1
1438757.3,Amikacin,1
1438757.3,Ceftazidime,1
1438757.3,Ciprofloxacin,1
1438757.3,Gentamicin,1
1438757.3,Meropenem,1
1438757.3,Tigecycline,0
1438758.3,Ceftazidime,1
1438758.3,Ciprofloxacin,1
1438758.3,Meropenem,1
1438758.3,Tigecycline,1
1438759.3,Ceftazidime,1
1438759.3,Ciprofloxacin,1
1438759.3,Meropenem,1
1438759.3,Tigecycline,0
1438760.3,Amikacin,1
1438760.3,Ceftazidime,1
1438760.3,Ciprofloxacin,1
1438760.3,Meropenem,1
1438760.3,Tigecycline,0
1438761.3,Amikacin,1
1438761.3,Ceftazidime,1
1438761.3,Ciprofloxacin,1
1438761.3,Meropenem,1
1438761.3,Tigecycline,0
1438762.3,Ceftazidime,1
1438762.3,Ciprofloxacin,1
1438762.3,Meropenem,1
1438762.3,Tigecycline,0
1438763.3,Ceftazidime,1
1438763.3,Ciprofloxacin,1
1438763.3,Meropenem,1
1438763.3,Tigecycline,0
1438764.3,Ceftazidime,1
1438764.3,Ciprofloxacin,1
1438764.3,Meropenem,1
1438764.3,Tigecycline,0
1438765.3,Ceftazidime,1
1438765.3,Ciprofloxacin,1
1438765.3,Meropenem,1
1438765.3,Tigecycline,0
1438766.3,Amikacin,0
1438766.3,Ceftazidime,1
1438766.3,Ciprofloxacin,1
1438766.3,Gentamicin,1
1438766.3,Meropenem,1
1438766.3,Tigecycline,0
1438767.3,Amikacin,0
1438767.3,Ceftazidime,1
1438767.3,Ciprofloxacin,1
1438767.3,Gentamicin,0
1438767.3,Meropenem,1
1438767.3,Tigecycline,0
1438768.3,Amikacin,1
1438768.3,Ceftazidime,1
1438768.3,Ciprofloxacin,1
1438768.3,Meropenem,1
1438768.3,Tigecycline,0
1438769.3,Amikacin,0
1438769.3,Ceftazidime,1
1438769.3,Ciprofloxacin,1
1438769.3,Meropenem,1
1438769.3,Tigecycline,0
1438770.3,Ceftazidime,1
1438770.3,Ciprofloxacin,1
1438770.3,Meropenem,1
1438770.3,Tigecycline,0
1438771.3,Amikacin,0
1438771.3,Ceftazidime,1
1438771.3,Ciprofloxacin,1
1438771.3,Meropenem,1
1438772.3,Ceftazidime,1
1438772.3,Ciprofloxacin,1
1438772.3,Meropenem,1
1438773.3,Ceftazidime,1
1438773.3,Ciprofloxacin,1
1438773.3,Meropenem,1
1438773.3,Tigecycline,0
1438774.3,Ceftazidime,1
1438774.3,Ciprofloxacin,1
1438774.3,Gentamicin,1
1438774.3,Meropenem,1
1438774.3,Tigecycline,0
1438775.3,Amikacin,1
1438775.3,Ceftazidime,1
1438775.3,Ciprofloxacin,1
1438775.3,Gentamicin,1
1438775.3,Meropenem,1
1438775.3,Tigecycline,0
1438776.3,Ceftazidime,1
1438776.3,Ciprofloxacin,1
1438776.3,Meropenem,1
1438776.3,Tigecycline,0
1438777.3,Ceftazidime,1
1438777.3,Ciprofloxacin,1
1438777.3,Meropenem,1
1438777.3,Tigecycline,0
1438778.3,Ceftazidime,1
1438778.3,Ciprofloxacin,1
1438778.3,Gentamicin,0
1438778.3,Meropenem,1
1438779.3,Ceftazidime,1
1438779.3,Ciprofloxacin,1
1438779.3,Gentamicin,1
1438779.3,Meropenem,1
1438779.3,Tigecycline,0
1438780.3,Amikacin,1
1438780.3,Ceftazidime,1
1438780.3,Ciprofloxacin,1
1438780.3,Gentamicin,0
1438780.3,Meropenem,1
1438780.3,Tigecycline,0
1438781.3,Ceftazidime,1
1438781.3,Ciprofloxacin,1
1438781.3,Meropenem,1
1438781.3,Tigecycline,0
573.12771,Amikacin,0
573.12771,Ceftazidime,1
573.12771,Ciprofloxacin,0
573.12771,Gentamicin,0
573.12771,Meropenem,1
573.12771,Tigecycline,0
573.12772,Ceftazidime,1
573.12772,Ciprofloxacin,1
573.12772,Gentamicin,1
573.12772,Meropenem,1
573.12773,Amikacin,1
573.12773,Ceftazidime,1
573.12773,Ciprofloxacin,1
573.12773,Gentamicin,1
573.12773,Meropenem,1
573.12777,Amikacin,1
573.12777,Ceftazidime,1
573.12777,Ciprofloxacin,1
573.12777,Gentamicin,1
573.12777,Meropenem,1
573.12777,Tigecycline,0
573.12778,Ceftazidime,1
573.12778,Ciprofloxacin,1
573.12778,Gentamicin,1
573.12778,Meropenem,1
573.12778,Tigecycline,0
573.12779,Amikacin,1
573.12779,Ceftazidime,1
573.12779,Ciprofloxacin,1
573.12779,Gentamicin,1
573.12779,Meropenem,1
573.12779,Tigecycline,0
573.12780,Amikacin,0
573.12780,Ceftazidime,1
573.12780,Ciprofloxacin,1
573.12780,Gentamicin,0
573.12780,Meropenem,1
573.12780,Tigecycline,0
573.12781,Amikacin,0
573.12781,Ceftazidime,1
573.12781,Ciprofloxacin,1
573.12781,Gentamicin,0
573.12781,Meropenem,1
573.12781,Tigecycline,0
573.12782,Amikacin,1
573.12782,Ceftazidime,1
573.12782,Ciprofloxacin,1
573.12782,Gentamicin,1
573.12782,Meropenem,1
573.12782,Tigecycline,0
573.12783,Amikacin,1
573.12783,Ceftazidime,1
573.12783,Ciprofloxacin,1
573.12783,Gentamicin,1
573.12783,Meropenem,1
573.12783,Tigecycline,0
573.12796,Amikacin,1
573.12796,Ceftazidime,1
573.12796,Ciprofloxacin,1
573.12796,Gentamicin,1
573.12796,Meropenem,1
573.12858,Amikacin,0
573.12858,Ceftazidime,1
573.12858,Ciprofloxacin,1
573.12858,Gentamicin,1
573.12858,Meropenem,0
573.12859,Amikacin,0
573.12859,Ceftazidime,1
573.12859,Ciprofloxacin,0
573.12859,Gentamicin,0
573.12859,Meropenem,0
573.12860,Ceftazidime,1
573.12860,Ciprofloxacin,1
573.12860,Gentamicin,0
573.12860,Meropenem,0
573.12861,Amikacin,0
573.12861,Ceftazidime,0
573.12861,Ciprofloxacin,0
573.12861,Gentamicin,0
573.12861,Meropenem,0
573.12862,Ceftazidime,1
573.12862,Ciprofloxacin,1
573.12862,Gentamicin,0
573.12862,Meropenem,0
573.12863,Amikacin,0
573.12863,Ceftazidime,0
573.12863,Ciprofloxacin,0
573.12863,Gentamicin,0
573.12863,Meropenem,0
573.12864,Amikacin,0
573.12864,Ceftazidime,1
573.12864,Ciprofloxacin,1
573.12864,Meropenem,1
573.12865,Amikacin,0
573.12865,Ceftazidime,0
573.12865,Ciprofloxacin,0
573.12865,Gentamicin,0
573.12865,Meropenem,0
573.12867,Amikacin,0
573.12867,Ceftazidime,1
573.12867,Ciprofloxacin,1
573.12867,Gentamicin,0
573.12867,Meropenem,1
573.12868,Amikacin,0
573.12868,Ceftazidime,0
573.12868,Ciprofloxacin,0
573.12868,Gentamicin,0
573.12868,Meropenem,0
573.12869,Amikacin,0
573.12869,Ceftazidime,1
573.12869,Ciprofloxacin,1
573.12869,Gentamicin,0
573.12869,Meropenem,0
573.12870,Amikacin,0
573.12870,Ceftazidime,1
573.12870,Ciprofloxacin,1
573.12870,Gentamicin,0
573.12871,Amikacin,0
573.12871,Ceftazidime,0
573.12871,Ciprofloxacin,0
573.12871,Gentamicin,0
573.12871,Meropenem,0
573.12872,Amikacin,0
573.12872,Ceftazidime,0
573.12872,Ciprofloxacin,0
573.12872,Gentamicin,0
573.12872,Meropenem,0
573.12873,Amikacin,0
573.12873,Ceftazidime,0
573.12873,Ciprofloxacin,0
573.12873,Gentamicin,0
573.12873,Meropenem,0
573.12874,Amikacin,0
573.12874,Ceftazidime,1
573.12874,Ciprofloxacin,1
573.12874,Gentamicin,0
573.12874,Meropenem,0
573.12875,Amikacin,0
573.12875,Ceftazidime,0
573.12875,Ciprofloxacin,0
573.12875,Gentamicin,0
573.12875,Meropenem,0
573.12876,Amikacin,0
573.12876,Ceftazidime,1
573.12876,Ciprofloxacin,1
573.12876,Gentamicin,0
573.12876,Meropenem,0
573.12877,Amikacin,0
573.12877,Ceftazidime,1
573.12877,Ciprofloxacin,1
573.12877,Gentamicin,1
573.12878,Amikacin,0
573.12878,Ceftazidime,1
573.12878,Ciprofloxacin,1
573.12878,Gentamicin,0
573.12878,Meropenem,0
573.12879,Amikacin,0
573.12879,Ceftazidime,1
573.12879,Ciprofloxacin,1
573.12879,Gentamicin,1
573.12879,Meropenem,0
573.12880,Amikacin,0
573.12880,Ceftazidime,1
573.12880,Ciprofloxacin,1
573.12880,Gentamicin,1
573.12880,Meropenem,1
573.12881,Amikacin,0
573.12881,Ceftazidime,0
573.12881,Ciprofloxacin,0
573.12881,Gentamicin,0
573.12881,Meropenem,0
573.12882,Amikacin,0
573.12882,Ceftazidime,0
573.12882,Ciprofloxacin,0
573.12882,Gentamicin,0
573.12882,Meropenem,0
573.12883,Amikacin,0
573.12883,Ceftazidime,0
573.12883,Ciprofloxacin,0
573.12883,Gentamicin,0
573.12883,Meropenem,0
573.12884,Amikacin,0
573.12884,Ceftazidime,1
573.12884,Ciprofloxacin,1
573.12884,Meropenem,0
573.12885,Amikacin,0
573.12885,Ceftazidime,0
573.12885,Ciprofloxacin,0
573.12885,Gentamicin,0
573.12885,Meropenem,0
573.12886,Amikacin,0
573.12886,Ceftazidime,0
573.12886,Ciprofloxacin,0
573.12886,Gentamicin,0
573.12886,Meropenem,0
573.12887,Ceftazidime,1
573.12887,Ciprofloxacin,1
573.12887,Gentamicin,1
573.12887,Meropenem,0
573.12888,Ceftazidime,1
573.12888,Ciprofloxacin,1
573.12888,Gentamicin,1
573.12888,Meropenem,0
573.12889,Amikacin,0
573.12889,Ceftazidime,0
573.12889,Ciprofloxacin,0
573.12889,Gentamicin,0
573.12889,Meropenem,0
573.12890,Amikacin,0
573.12890,Ceftazidime,0
573.12890,Ciprofloxacin,0
573.12890,Gentamicin,0
573.12890,Meropenem,0
573.12891,Amikacin,0
573.12891,Ceftazidime,1
573.12891,Ciprofloxacin,1
573.12891,Gentamicin,1
573.12891,Meropenem,0
573.12892,Amikacin,0
573.12892,Ciprofloxacin,1
573.12892,Gentamicin,0
573.12892,Meropenem,0
573.12893,Amikacin,0
573.12893,Ceftazidime,1
573.12893,Ciprofloxacin,1
573.12893,Gentamicin,1
573.12893,Meropenem,0
573.12894,Amikacin,0
573.12894,Ceftazidime,1
573.12894,Ciprofloxacin,1
573.12894,Gentamicin,1
573.12894,Meropenem,0
573.12895,Amikacin,0
573.12895,Ceftazidime,1
573.12895,Meropenem,0
573.12896,Amikacin,0
573.12896,Ceftazidime,1
573.12896,Ciprofloxacin,1
573.12896,Meropenem,0
573.12897,Amikacin,0
573.12897,Ceftazidime,1
573.12897,Ciprofloxacin,1
573.12897,Gentamicin,0
573.12897,Meropenem,0
573.12898,Amikacin,0
573.12898,Ceftazidime,1
573.12898,Ciprofloxacin,1
573.12898,Gentamicin,1
573.12898,Meropenem,0
573.12899,Amikacin,0
573.12899,Ceftazidime,1
573.12899,Gentamicin,1
573.12899,Meropenem,0
573.12900,Amikacin,0
573.12900,Ceftazidime,0
573.12900,Ciprofloxacin,0
573.12900,Gentamicin,0
573.12900,Meropenem,0
573.12901,Amikacin,0
573.12901,Ceftazidime,0
573.12901,Ciprofloxacin,0
573.12901,Gentamicin,0
573.12901,Meropenem,0
573.12902,Amikacin,0
573.12902,Ceftazidime,0
573.12902,Ciprofloxacin,0
573.12902,Gentamicin,0
573.12902,Meropenem,0
573.12903,Amikacin,0
573.12903,Ceftazidime,0
573.12903,Ciprofloxacin,0
573.12903,Gentamicin,0
573.12903,Meropenem,0
573.12904,Amikacin,0
573.12904,Ceftazidime,0
573.12904,Ciprofloxacin,0
573.12904,Gentamicin,0
573.12904,Meropenem,0
573.12905,Amikacin,0
573.12905,Ceftazidime,1
573.12905,Ciprofloxacin,1
573.12905,Gentamicin,1
573.12905,Meropenem,1
573.12906,Amikacin,0
573.12906,Ceftazidime,0
573.12906,Ciprofloxacin,0
573.12906,Gentamicin,0
573.12906,Meropenem,0
573.12907,Amikacin,0
573.12907,Ceftazidime,0
573.12907,Ciprofloxacin,0
573.12907,Gentamicin,0
573.12907,Meropenem,0
573.12908,Amikacin,0
573.12908,Ceftazidime,0
573.12908,Ciprofloxacin,0
573.12908,Gentamicin,0
573.12908,Meropenem,0
573.12909,Amikacin,0
573.12909,Ceftazidime,1
573.12909,Ciprofloxacin,1
573.12909,Gentamicin,0
573.12909,Meropenem,0
573.12910,Amikacin,0
573.12910,Ceftazidime,1
573.12910,Ciprofloxacin,0
573.12910,Gentamicin,0
573.12910,Meropenem,0
573.12911,Amikacin,0
573.12911,Ceftazidime,1
573.12911,Meropenem,0
573.12912,Amikacin,0
573.12912,Ceftazidime,0
573.12912,Ciprofloxacin,0
573.12912,Gentamicin,0
573.12912,Meropenem,0
573.12913,Amikacin,0
573.12913,Ceftazidime,1
573.12913,Ciprofloxacin,1
573.12913,Gentamicin,0
573.12913,Meropenem,1
573.12914,Amikacin,0
573.12914,Ceftazidime,1
573.12914,Ciprofloxacin,1
573.12914,Gentamicin,1
573.12914,Meropenem,0
573.12915,Amikacin,0
573.12915,Ceftazidime,0
573.12915,Ciprofloxacin,0
573.12915,Gentamicin,0
573.12915,Meropenem,0
573.12916,Amikacin,0
573.12916,Ceftazidime,1
573.12916,Ciprofloxacin,1
573.12916,Meropenem,0
573.12917,Amikacin,0
573.12917,Ceftazidime,0
573.12917,Ciprofloxacin,0
573.12917,Gentamicin,0
573.12917,Meropenem,0
573.12918,Amikacin,0
573.12918,Ceftazidime,1
573.12918,Ciprofloxacin,1
573.12918,Gentamicin,0
573.12918,Meropenem,0
573.12919,Amikacin,0
573.12919,Ceftazidime,1
573.12919,Ciprofloxacin,1
573.12919,Gentamicin,1
573.12919,Meropenem,0
573.12920,Ceftazidime,1
573.12920,Ciprofloxacin,1
573.12920,Gentamicin,0
573.12920,Meropenem,0
573.12921,Amikacin,0
573.12921,Ceftazidime,0
573.12921,Ciprofloxacin,0
573.12921,Gentamicin,0
573.12921,Meropenem,0
573.12922,Amikacin,0
573.12922,Ceftazidime,0
573.12922,Ciprofloxacin,0
573.12922,Gentamicin,0
573.12922,Meropenem,0
573.12923,Amikacin,0
573.12923,Ceftazidime,0
573.12923,Ciprofloxacin,0
573.12923,Gentamicin,0
573.12923,Meropenem,0
573.12924,Amikacin,0
573.12924,Ceftazidime,1
573.12924,Meropenem,0
573.12925,Amikacin,0
573.12925,Ceftazidime,0
573.12925,Ciprofloxacin,0
573.12925,Gentamicin,0
573.12925,Meropenem,0
573.12926,Amikacin,0
573.12926,Ceftazidime,0
573.12926,Ciprofloxacin,0
573.12926,Gentamicin,0
573.12926,Meropenem,0
573.12927,Amikacin,0
573.12927,Ceftazidime,0
573.12927,Ciprofloxacin,0
573.12927,Gentamicin,0
573.12927,Meropenem,0
573.12928,Amikacin,0
573.12928,Ceftazidime,0
573.12928,Ciprofloxacin,0
573.12928,Gentamicin,0
573.12928,Meropenem,0
573.12930,Ceftazidime,0
573.12930,Ciprofloxacin,1
573.12930,Gentamicin,0
573.12930,Meropenem,0
573.12931,Amikacin,0
573.12931,Ceftazidime,1
573.12931,Ciprofloxacin,1
573.12931,Gentamicin,1
573.12931,Meropenem,0
573.12932,Amikacin,0
573.12932,Ceftazidime,1
573.12932,Ciprofloxacin,1
573.12932,Gentamicin,1
573.12932,Meropenem,0
573.12933,Amikacin,0
573.12933,Ceftazidime,0
573.12933,Ciprofloxacin,0
573.12933,Gentamicin,0
573.12933,Meropenem,0
573.12934,Amikacin,0
573.12934,Ceftazidime,0
573.12934,Ciprofloxacin,0
573.12934,Gentamicin,0
573.12934,Meropenem,0
573.12935,Amikacin,0
573.12935,Ceftazidime,0
573.12935,Ciprofloxacin,0
573.12935,Gentamicin,0
573.12935,Meropenem,0
573.12936,Amikacin,0
573.12936,Ceftazidime,1
573.12936,Ciprofloxacin,1
573.12936,Gentamicin,0
573.12936,Meropenem,1
573.12937,Amikacin,0
573.12937,Ceftazidime,0
573.12937,Ciprofloxacin,0
573.12937,Gentamicin,0
573.12937,Meropenem,0
573.12938,Amikacin,0
573.12938,Ceftazidime,1
573.12938,Ciprofloxacin,1
573.12938,Gentamicin,1
573.12938,Meropenem,0
573.12939,Amikacin,0
573.12939,Ceftazidime,0
573.12939,Ciprofloxacin,0
573.12939,Gentamicin,0
573.12939,Meropenem,0
573.12940,Amikacin,0
573.12940,Ceftazidime,0
573.12940,Ciprofloxacin,0
573.12940,Gentamicin,0
573.12940,Meropenem,0
573.12941,Amikacin,0
573.12941,Ceftazidime,0
573.12941,Ciprofloxacin,0
573.12941,Gentamicin,0
573.12941,Meropenem,0
573.12942,Amikacin,0
573.12942,Ceftazidime,1
573.12942,Ciprofloxacin,1
573.12942,Meropenem,0
573.12943,Amikacin,0
573.12943,Ceftazidime,0
573.12943,Ciprofloxacin,0
573.12943,Gentamicin,0
573.12943,Meropenem,0
573.12944,Amikacin,0
573.12944,Ceftazidime,1
573.12944,Ciprofloxacin,1
573.12944,Gentamicin,1
573.12944,Meropenem,0
573.12945,Amikacin,0
573.12945,Ceftazidime,1
573.12945,Ciprofloxacin,1
573.12945,Meropenem,0
573.12946,Amikacin,0
573.12946,Ceftazidime,0
573.12946,Ciprofloxacin,0
573.12946,Gentamicin,0
573.12946,Meropenem,0
573.12947,Amikacin,0
573.12947,Ceftazidime,1
573.12947,Ciprofloxacin,1
573.12947,Gentamicin,1
573.12947,Meropenem,0
573.12948,Ciprofloxacin,1
573.12948,Gentamicin,0
573.12948,Meropenem,1
573.12949,Amikacin,0
573.12949,Ceftazidime,1
573.12949,Ciprofloxacin,1
573.12949,Gentamicin,1
573.12949,Meropenem,0
573.12950,Amikacin,0
573.12950,Ceftazidime,0
573.12950,Ciprofloxacin,0
573.12950,Gentamicin,0
573.12950,Meropenem,0
573.12951,Amikacin,0
573.12951,Ceftazidime,0
573.12951,Ciprofloxacin,0
573.12951,Gentamicin,0
573.12951,Meropenem,0
573.12952,Amikacin,0
573.12952,Ceftazidime,1
573.12952,Ciprofloxacin,1
573.12952,Gentamicin,1
573.12952,Meropenem,0
573.12953,Amikacin,0
573.12953,Ceftazidime,1
573.12953,Ciprofloxacin,1
573.12953,Gentamicin,0
573.12953,Meropenem,0
573.12954,Amikacin,0
573.12954,Ceftazidime,1
573.12954,Ciprofloxacin,0
573.12954,Gentamicin,0
573.12954,Meropenem,0
573.12955,Amikacin,0
573.12955,Ceftazidime,0
573.12955,Ciprofloxacin,0
573.12955,Gentamicin,0
573.12955,Meropenem,0
573.12956,Amikacin,0
573.12956,Ceftazidime,1
573.12956,Ciprofloxacin,1
573.12956,Gentamicin,1
573.12956,Meropenem,0
573.12957,Amikacin,0
573.12957,Ceftazidime,1
573.12957,Ciprofloxacin,1
573.12957,Gentamicin,0
573.12957,Meropenem,0
573.12958,Amikacin,0
573.12958,Ceftazidime,1
573.12958,Ciprofloxacin,1
573.12958,Gentamicin,0
573.12958,Meropenem,0
573.12959,Amikacin,1
573.12959,Ceftazidime,1
573.12959,Ciprofloxacin,0
573.12959,Gentamicin,1
573.12959,Meropenem,1
573.12960,Amikacin,0
573.12960,Ceftazidime,0
573.12960,Ciprofloxacin,0
573.12960,Gentamicin,0
573.12960,Meropenem,0
573.12961,Amikacin,0
573.12961,Ceftazidime,0
573.12961,Ciprofloxacin,0
573.12961,Gentamicin,0
573.12961,Meropenem,0
573.12962,Amikacin,0
573.12962,Ceftazidime,0
573.12962,Ciprofloxacin,0
573.12962,Gentamicin,0
573.12962,Meropenem,0
573.12963,Amikacin,0
573.12963,Ceftazidime,1
573.12963,Ciprofloxacin,0
573.12963,Gentamicin,0
573.12963,Meropenem,0
573.12964,Amikacin,0
573.12964,Ceftazidime,1
573.12964,Ciprofloxacin,1
573.12964,Meropenem,0
573.12965,Amikacin,0
573.12965,Ceftazidime,0
573.12965,Ciprofloxacin,0
573.12965,Gentamicin,0
573.12965,Meropenem,0
573.12966,Amikacin,0
